title,Author,publisher,language,category_1,category_2,year,month,translate
The End of Illness,David B. Agus,SIMON & SCHUSTER INC.,英文,外文書,生活,2012,3,T
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,PENGUIN BOOKS LTD.,英文,外文書,人文,2012,3,T
The Darwin Economy: Liberty， Competition， and the Common Good,Robert H. Frank,PRINCETON UNIVERSITY PRESS,英文,外文書,社科,2012,3,T
Imagine: How Creativity Works,Jonah Lehrer,Houghton Mifflin Harcourt,英文,外文書,人文,2012,4,T
Are You Smart Enough to Work at Google?,William Poundstone,LITTLE BROWN AND COMPANY,英文,外文書,商業行銷,2012,4,T
The Math Book: From Pythagoras to the 57th Dimension， 250 Milestones in the History of Mathematics,Clifford A. Pickover,STERLING PUBLISHING CO.. INC.,英文,外文書,人文,2012,4,T
All That I Am,Anna Funder,PENGUIN BOOKS LTD.,英文,外文書,文學,2012,4,T
Every Nation for Itself: Winners and Losers in a G-Zero World,Ian Bremmer,PORTFOLIO,英文,外文書,社科,2012,5,T
Sustainable Urbanism and Beyond: Rethinking Cities for the Future,Tigran Haas/ Ed.,RIZZOLI INTERNATIONAL PUBLICATIONS,英文,外文書,建築,2012,5,T
Caleb's Crossing,Geraldine Brooks,PENGUIN GROUP (USA) INC.,英文,外文書,文學,2012,5,T
The Power of Habit: Why We Do What We Do， and How to Change,Charles Duhigg,HEINEMANN,英文,外文書,人文,2012,5,T
The Pale King,David Foster Wallace,PENGUIN BOOKS LTD.,英文,外文書,文學,2012,5,T
The Red House,Mark Haddon,JONATHAN CAPE,英文,外文書,文學,2012,6,T
The Map and the Territory,Michel Houellebecq,VINTAGE UK,英文,外文書,文學,2012,6,T
The Forgotten Waltz,Anne Enright,VINTAGE UK,英文,外文書,文學,2012,6,T
The Honest Truth about Dishonesty: How We Lie to Everyone Especially Ourselves,Dan Ariely,HARPER COLLINS PUBLISHERS LTD.,英文,外文書,社科,2012,7,T
The Song of Achilles,Madeline Miller,BLOOMSBURY PUBLISHING,英文,外文書,文學,2012,7,T
Going Solo: The Extraordinary Rise and Surprising Appeal of Living Alone,Eric Klinenberg,PENGUIN PRESS,英文,外文書,社科,2012,7,T
End This Depression Now!,Paul Krugman,W. W. NORTON & COMPANY. INC.,英文,外文書,社科,2012,7,T
Dream of the Celt,Mario Vargas Llosa,FARRAR STRAUS GIROUX,英文,外文書,文學,2012,8,T
Winter Journal,Paul Auster,FABER & FABER LTD,英文,外文書,文學,2012,8,T
Ancient Light,John Banville,PENGUIN BOOKS LTD.,英文,外文書,文學,2012,8,T
Beautiful Ruins,Jess Walter,HARPERCOLLINS PUBLISHERS,英文,外文書,文學,2012,9,T
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,QUIRK BOOKS,英文,外文書,青少年文學,2012,9,T
NW,Zadie Smith,PENGUIN BOOKS LTD.,英文,外文書,文學,2012,9,T
There But for the,Ali Smith,PENGUIN BOOKS LTD.,英文,外文書,文學,2012,9,T
Sweet Tooth,Ian Mcewan,JONATHAN CAPE,英文,外文書,文學,2012,10,T
Makers: The New Industrial Revolution,Chris Anderson,RANDOM CENTURY GROUP LIMITED,英文,外文書,商業行銷,2012,10,T
Why Nations Fail: The Origins of Power， Prosperity， and Poverty,Daron Acemoglu/ James Robinson,CROWN,英文,外文書,社科,2012,11,T
Swimming Home,Deborah Levy,FABER & FABER LTD,英文,外文書,文學,2012,11,T
Kengo Kuma: Complete Works,Kenneth Frampton/ Essay,THAMES & HUDSON LTD.,英文,外文書,建築,2012,11,T
The Hour Between Dog and Wolf: Risk-Taking， Gut Feelings and the Biology of Boom and Bust,John Coates,FOURTH ESTATE LTD.,英文,外文書,商業行銷,2012,11,T
Daido Moriyama,Simon Baker/ Minoru Shimizu/ Koji Taki,Tate Publishing,英文,外文書,藝術,2012,11,T
Antifragile,Nassim Nichol Taleb,PENGUIN BOOKS LTD.,英文,外文書,社科,2012,12,T
Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live， Love， Parent， and Lead,Brene Brown,GOTHAM BOOKS,英文,外文書,人文,2012,12,T
The End of Your Life Book Club: A Mother， a Son and a World of Books,Will Schwalbe,TWO ROADS,英文,外文書,文學,2012,12,T
How the French Invented Love: Nine Hundred Years of Passion and Romance,Marilyn Yalom,PERENNIAL,英文,外文書,人文,2012,12,T
How Much is Enough? The Love of Money and the Case for the Good Life,Robert Skidelsky/ Edward Skidelsky,PENGUIN BOOKS LTD.,英文,外文書,人文,2012,12,T
The World Until Yesterday: What Can We Learn from Traditional Societies?,Jared Diamond,VIKING,英文,外文書,社科,2013,1,T
The Twelve Tribes of Hattie,Ayana Mathis,ALFRED A. KNOPF,英文,外文書,文學,2013,1,T
Where Chefs Eat: A Guide to Chefs' Favourite Restaurants,Joe Warwick,PHAIDON PRESS LIMITED,英文,外文書,生活,2013,1,T
A World in One Cubic Foot: Portraits of Biodiversity,David Liittschwager,UNIVERSITY OF CHICAGO,英文,外文書,人文,2013,2,T
Building Stories,Chris Ware,RANDOM CENTURY GROUP LIMITED,英文,外文書,生活,2013,2,T
Wool,Hugh Howey,Century,英文,外文書,文學,2013,3,T
Playing to Win: How Strategy Really Works,A. G. Lafley/ Roger L. Martin,HARVARD BUSINESS SCHOOL PRESS,英文,外文書,商業行銷,2013,3,T
Top Dog: The Science of Winning and Losing,Po Bronson/ Ashley Merryman,Twelve,英文,外文書,人文,2013,3,T
Spark: The Revolutionary New Science of Exercise and the Brain,John J. Ratey/ Eric Hagerman,LITTLE BROWN AND COMPANY,英文,外文書,生活,2013,3,T
Levels of Life,Julian Barnes,JONATHAN CAPE,英文,外文書,文學,2013,4,T
The Democracy Project: A History， a Crisis， a Movement,David Graeber,GEOCENTER INTERNATIONAL UK LTD.,英文,外文書,社科,2013,4,T
Handbags: The Making of a Museum,Judith Clark/ Claire Wilcox/ Adam Phillips/ Amy De La Haye/ Caroline Evans,YALE UNIVERSITY PRESS,英文,外文書,藝術,2013,4,T
Who Owns the Future?,Jaron Lanier,PENGUIN BOOKS LTD.,英文,外文書,社科,2013,4,T
The Interactive Art Book,Ron Van Der Meer/ Frank Whitford,TANGO BOOKS,英文,兒童,知識類,2013,4,T
I Used to Be a Design Student: 50 Graphic Designers Then and Now,Billy Kiosoglou/ Frank Philippin,LAURENCE KING PUBLISHING,英文,外文書,設計,2013,4,T
Lean in: Women， Work， and the Will to Lead,Sheryl Sandberg,W H Allen,英文,外文書,商業行銷,2013,5,T
And the Mountains Echoed,Khaled Hosseini,PENGUIN GROUP (USA) INC.,英文,外文書,文學,2013,5,T
The New Digital Age: Reshaping the Future of People， Nations and Business,Eric Schmidt/ Jared A. Cohen,HODDER & STOUGHTON LIMTED,英文,外文書,社科,2013,5,T
Give and Take: A Revolutionary Approach to Success,Adam Grant,VIKING,英文,外文書,商業行銷,2013,5,T
And the Mountains Echoed,Khaled Hosseini,BLOOMSBURY PUBLISHING,英文,外文書,文學,2013,5,T
The Ocean at the End of the Lane,Neil Gaiman,WILLIAM MORROW AND COMPANY. INC.,英文,外文書,文學,2013,6,T
The First 20 Hours: How to Learn Anything...Fast,Josh Kaufman,PORTFOLIO,英文,外文書,商業行銷,2013,6,T
The Silver Star,Jeannette Walls,SIMON & SCHUSTER INC.,英文,外文書,文學,2013,6,T
Finding Your Element: How to Discover Your Talents and Passions and Transform Your Life,Ken Robinson/ Lou Aronica,VIKING,英文,外文書,社科,2013,6,T
Herve Tullet: I am Blop!,Herve Tullet,PHAIDON PRESS LIMITED,英文,兒童,嬰幼兒,2013,6,T
World Press Photo 2013,Kari Lundelin/ Ed.,THAMES & HUDSON LTD.,英文,外文書,藝術,2013,6,T
Alone Together: Why We Expect More from Technology and Less from Each Other,Sherry Turkle,BASIC BOOKS,英文,外文書,社科,2013,7,T
May We Be Forgiven,A. M. Homes,GRANTA BOOKS,英文,外文書,文學,2013,7,T
The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller/ Jay Papasan,HODDER & STOUGHTON LIMTED,英文,外文書,商業行銷,2013,7,T
Change: Learn to Love It， Learn to Lead It,Richard Gerver,PORTFOLIO,英文,外文書,人文,2013,7,T
Alphabet,Kveta Pacovska,Tate Publishing,英文,兒童,學齡前幼兒,2013,8,T
The Humans,Matt Haig,SIMON & SCHUSTER INC.,英文,外文書,文學,2013,8,T
The Righteous Mind: Why Good People are Divided by Politics and Religion,Jonathan Haidt,PENGUIN BOOKS LTD.,英文,外文書,人文,2013,8,T
Children of the Days: A Calendar of Human History,Eduardo Galeano,PENGUIN BOOKS LTD.,英文,外文書,人文,2013,8,T
Sebastiao Salgado: Genesis,Sebastiao Salgado/ Lelia Wanick Salgado,TASCHEN UK,英文,外文書,藝術,2013,8,T
The Accidental Creative: How to Be Brilliant at a Moment's Notice,Todd Henry,PORTFOLIO,英文,外文書,商業行銷,2013,9,T
Wealth and Power: China's Long March to the Twenty-first Century,Orville Schell/ John Delury,LITTLE BROWN BOOK GROUP,英文,外文書,人文,2013,9,T
The Man with Compound Eyes,Wu Ming-Yi,HARVILL PRESS,英文,外文書,文學,2013,9,T
Life After Life,Kate Atkinson,BACK BAY BOOKS,英文,外文書,文學,2013,9,T
The Empress Dowager Cixi: The Concubine Who Launched Modern China,Jung Chang,JONATHAN CAPE,英文,外文書,人文,2013,10,T
The Monocle Guide to Better Living,Monocle,DIE GESTALTEN VERLAG GMBH & Co. KG,英文,外文書,建築,2013,10,T
The Signature of All Things,Elizabeth Gilbert,PENGUIN GROUP (USA) INC.,英文,外文書,文學,2013,10,T
The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,BANTAM UK,英文,外文書,商業行銷,2013,10,T
David and Goliath: Underdogs， Misfits and the Art of Battling Giants,Malcolm Gladwell,PENGUIN BOOKS LTD.,英文,外文書,社科,2013,10,T
Dear Life,Alice Munro,VINTAGE INTERNATIONAL,英文,外文書,文學,2013,11,T
The Firm: The Story of McKinsey and Its Secret Influence on American Business,Duff Mcdonald,SIMON & SCHUSTER INC.,英文,外文書,商業行銷,2013,11,T
The Round House,Louise Erdrich,PERENNIAL,英文,外文書,文學,2013,11,T
Overdressed: The Shockingly High Cost of Cheap Fashion,Elizabeth L. Cline,PORTFOLIO,英文,外文書,社科,2013,11,T
The Reason I Jump: One Boy's Voice from the Silence of Autism,Naoki Higashida,SCEPTRE,英文,外文書,人文,2013,12,T
Eat Move Sleep: How Small Choices Lead a Big Changes,Tom Rath,Missionday,英文,外文書,生活,2013,12,T
Sketchtravel,Gerald Guerlais/ Daisuke Tsutsumi,CHRONICLE BOOKS,英文,外文書,設計,2013,12,T
MaddAddam,Margaret Atwood,BLOOMSBURY PUBLISHING,英文,外文書,文學,2013,12,T
An Astronaut's Guide to Life on Earth,Chris Hadfield,PAN MACMILLAN,英文,外文書,人文,2013,12,T
The Invisible Kingdom,Rob Ryan,HUNTCHINSON BOOKS,英文,外文書,生活,2014,1,T
Laduree: Decoration & Inspiration,Serge Gleizes,Editions Du Chene,英文,外文書,建築,2014,1,T
The Luminaries,Eleanor Catton,GRANTA BOOKS,英文,外文書,文學,2014,1,T
The Valley of Amazement,Amy Tan,HARPERCOLLINS PUBLISHERS,英文,外文書,文學,2014,1,T
Extra Virginity: The Sublime and Scandalous World of Olive Oil,Tom Mueller,W. W. NORTON & COMPANY. INC.,英文,外文書,生活,2014,1,T
Life After Life,Kate Atkinson,BLACK SWAN,英文,外文書,文學,2014,2,T
Social Physics: How Good Ideas Spread the Lessons from a New Science,Alex Pentland,PENGUIN GROUP (USA) INC.,英文,外文書,社科,2014,2,T
The Triple Package: How Three Unlikely Traits Explain the Rise and Fall of Cultural Groups in America,Amy Chua/ Jed Rubenfeld,PENGUIN GROUP (USA) INC.,英文,外文書,社科,2014,2,T
Thanks for the Feedback: The Science and Art of Receiving Feedback Well,Douglas Stone/ Sheila Heen,PENGUIN GROUP (USA) INC.,英文,外文書,人文,2014,3,T
The News: A User's Manual,Alain De Botton,PENGUIN BOOKS LTD.,英文,外文書,社科,2014,3,T
On Such a Full Sea,Chang-Rae Lee,PENGUIN GROUP (USA) INC.,英文,外文書,文學,2014,3,T
Flash Boys,Michael Lewis,PENGUIN BOOKS LTD.,英文,外文書,社科,2014,4,T
Thrive,Arianna Huffington,HARMONY BOOKS,英文,外文書,商業行銷,2014,4,T
Creativity， Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration,Ed Catmull/ Amy Wallace,Penguin Random House LLC,英文,外文書,商業行銷,2014,4,T
The Burgess Boys,Elizabeth Strout,Penguin Random House LLC,英文,外文書,文學,2014,4,T
Wave,Sonali Deraniyagala,VINTAGE INTERNATIONAL,英文,外文書,文學,2014,4,T
Stress Test: Reflections on Financial Crises,Timothy Geithner,RANDOM CENTURY GROUP LIMITED,英文,外文書,社科,2014,5,T
The Circle,Dave Eggers,VINTAGE INTERNATIONAL,英文,外文書,文學,2014,5,T
Think Like a Freak,Stephen J. Dubner/ Steven D. Levitt,PENGUIN BOOKS LTD.,英文,外文書,商業行銷,2014,5,T
Amsterdam: A History of the World's Most Liberal City,Russell Shorto,VINTAGE INTERNATIONAL,英文,外文書,人文,2014,5,T
All the Light We Cannot See,Anthony Doerr,SCRIBNER,英文,外文書,文學,2014,6,T
Capital in the Twenty-First Century,Thomas Piketty,Belknap Press,英文,外文書,社科,2014,6,T
The Truth About the Harry Quebert Affair,Joel Dicker,PENGUIN GROUP (USA) INC.,英文,外文書,文學,2014,6,T
One Hundred Years of Solitude,Gabriel Garcia Marquez,PENGUIN BOOKS LTD.,英文,外文書,文學,2014,6,T
Economics: The User's Guide,Chang Ha-Joon,PENGUIN BOOKS LTD.,英文,外文書,社科,2014,7,T
National Geographic: Around the World in 125 Years (3冊合售),Reuel Golden/ Ed.,TASCHEN UK,英文,外文書,藝術,2014,7,T
How Not to Be Wrong: The Hidden Maths of Everyday Life,Jordan Ellenberg,PENGUIN BOOKS LTD.,英文,外文書,人文,2014,7,T
The Miniaturist,Jessie Burton,PICADOR,英文,外文書,文學,2014,7,T
All Quiet on the Western Front,Erich Maria Remarque,VINTAGE UK,英文,外文書,文學,2014,8,T
Superlight: Lightness in Contemporary Houses,Phyllis Richardson,THAMES & HUDSON LTD.,英文,外文書,建築,2014,8,T
The Queen of the Tearling,Erika Johansen,BANTAM UK,英文,外文書,文學,2014,8,T
Fewer， Bigger， Bolder: From Mindless Expansion to Focused Growth,Sanjay Khosla/ Mohanbir Sawhney,PORTFOLIO,英文,外文書,商業行銷,2014,8,T
Elizabeth Is Missing,Emma Healy,PENGUIN BOOKS LTD.,英文,外文書,文學,2014,8,T
Report from the Interior,Paul Auster,PICADOR USA,英文,外文書,文學,2014,9,T
Scrum: A Revolutionary Approach to Building Teams， Beating Deadlines， and Boosting Productivity,Jeff Sutherland,RANDOM CENTURY GROUP LIMITED,英文,外文書,商業行銷,2014,9,T
The Sense of Style: The Thinking Person's Guide to Writing in the 21st Century,Steven Pinker,Allen Lane,英文,外文書,語言學習,2014,9,T
Sapiens: A Brief History of Humankind,Yuval Noah Harari,HARVILL PRESS,英文,外文書,社科,2014,9,T
Vango: Between Sky and Earth,Timothee De Fombelle,WALKER BOOKS LIMITED,英文,外文書,青少年文學,2014,10,T
The Monocle Guide to Good Business,Monocle,DIE GESTALTEN VERLAG GMBH & Co. KG,英文,外文書,商業行銷,2014,10,T
We Are All Completely Beside Ourselves,Karen Joy Fowler,SERPENT'S TAIL,英文,外文書,文學,2014,10,T
Vivienne Westwood,Vivienne Westwood/ Ian Kelly,PICADOR,英文,外文書,藝術,2014,10,T
The Bone Clocks,David Mitchell,HODDER & STOUGHTON LIMTED,英文,外文書,文學,2014,10,T
How to Live 1: How We Are,Vincent Deary,Allen Lane,英文,外文書,人文,2014,10,T
Germany: The Memories of a Nation,Neil Macgregor,Allen Lane,英文,外文書,人文,2014,11,T
How Google Works,Eric Schmidt/ Jonathan Rosenberg/ Alan Eagle,Grand Central Publishing,英文,外文書,商業行銷,2014,11,T
The Assassination of Margaret Thatcher,Hilary Mantel,HENRY HOLT AND COMPANY,英文,外文書,文學,2014,11,T
The Happiness of Pursuit: Find the Quest That Will Bring Purpose to Your Life,Chris Guillebeau,PAN MACMILLAN,英文,外文書,商業行銷,2014,11,T
Windows on the World: 50 Writers， 50 Views,Matteo Pericoli,PENGUIN PRESS,英文,外文書,文學,2014,12,T
Dali Pop-Ups,Courtney Watson Mccarthy,THAMES & HUDSON LTD.,英文,外文書,藝術,2014,12,T
How to Speak Money,John Lanchester,FABER & FABER LTD,英文,外文書,商業行銷,2014,12,T
Something I've Been Meaning to Tell You,Alice Munro,VINTAGE UK,英文,外文書,文學,2014,12,T
Being Mortal: Illness， Medicine and What Matters in the End,Atul Gawande,PROFILE BOOKS LTD,英文,外文書,生活,2015,1,T
Yoshitomo Nara: Drawings,Yoshitomo Nara,Yoshitomo Nara/ Ill.,英文,外文書,藝術,2015,1,T
Here,Richard Mcguire,PANTHEON,英文,外文書,生活,2015,1,T
The Story of the Human Body: Evolution， Health and Disease,Daniel Lieberman,PENGUIN BOOKS LTD.,英文,外文書,人文,2015,1,T
Yayoi Kusama: I Who Have Arrived in Heaven,Akira Tatehata,David Zwirner,英文,外文書,藝術,2015,2,T
Age of Ambition: Chasing Fortune，Truth and Faith in the New China,Evan Osnos,The Bodley Head,英文,外文書,社科,2015,2,T
Station Eleven,Emily St. John Mandel,PICADOR,英文,外文書,文學,2015,2,T
Happiness by Design: Finding Pleasure and Purpose in Everyday Life,Paul Dolan,PENGUIN BOOKS LTD.,英文,外文書,人文,2015,2,T
How To Fly A Horse: The Secret History of Creation，Invention，and Discovery,Kevin Ashton,HEINEMANN,英文,外文書,商業行銷,2015,3,T
The Girl on the Train,Paula Hawkins,Doubleday,英文,外文書,文學,2015,3,T
Inferno: Alexander McQueen,Kent Baker/ Melanie Rickey,LAURENCE KING PUBLISHING,英文,外文書,藝術,2015,4,T
If I Fall， If I Die,Michael Christie,HEINEMANN,英文,外文書,文學,2015,4,T
Work Rules! Insights from Inside Google That Will Transform How You Live and Lead,Laszlo Bock,Twelve,英文,外文書,商業行銷,2015,4,T
The Narrow Road to the Deep North,Richard Flanagan,VINTAGE UK,英文,外文書,文學,2015,4,T
The Barefoot Lawyer: The Remarkable Memoir of China's Bravest Political Activist,Chen Guangcheng,PAN MACMILLAN,英文,外文書,人文,2015,4,T
Misbehaving: The Making of Behavioural Economics,Richard Thaler,PENGUIN BOOKS LTD.,英文,外文書,社科,2015,5,T
All My Puny Sorrows,Miriam Toews,FABER & FABER LTD,英文,外文書,文學,2015,5,T
The Real-Life MBA: The No-Nonsense Guide to Winning the Game， Building a Team and Growing Your Career,Jack Welch/ Suzy Welch,HARPER COLLINS PUBLISHERS LTD.,英文,外文書,商業行銷,2015,5,T
The Japanese House Reinvented,Philip Jodidio,THAMES & HUDSON LTD.,英文,外文書,建築,2015,5,T
The Great Divide: Unequal Societies and What We Can Do about Them,Joseph E. Stiglitz,PENGUIN BOOKS LTD.,英文,外文書,社科,2015,5,T
How to See the World,Mirzoeff Nicholas,PENGUIN BOOKS LTD.,英文,外文書,人文,2015,6,T
Elon Musk: Inventing the Future,Ashlee Vance,VIRGIN BOOK LTD.,英文,外文書,商業行銷,2015,6,T
Everything I Never Told You,Celeste Ng,PENGUIN GROUP (USA) INC.,英文,外文書,文學,2015,6,T
When to Rob a Bank: A Rogue Economist's Guide to the World,Steven D. Levitt/ Stephen J. Dubner,Allen Lane,英文,外文書,社科,2015,6,T
Finding Audrey,Sophie Kinsella,Doubleday,英文,外文書,青少年文學,2015,7,T
The Festival of Insignificance,Milan Kundera,FABER & FABER LTD,英文,外文書,文學,2015,7,T
World Press Photo 15,Kari Lundelin/ Ed.,THAMES & HUDSON LTD.,英文,外文書,藝術,2015,7,F
Creative Schools: The Grassroots Revolution That's Transforming Education,Ken Robinson/ Lou Aronica,VIKING,英文,外文書,社科,2015,7,T
The Ignorant Maestro: How Great Leaders Inspire Unpredictable Brilliance,Itay Talgam,PORTFOLIO,英文,外文書,商業行銷,2015,7,T
Holacracy: The New Management System for a Rapidly Changing World,Brian J. Robertson,HENRY HOLT AND COMPANY,英文,外文書,商業行銷,2015,8,T
Wind/ Pinball,Haruki Murakami,SECKER & WARBURG,英文,外文書,文學,2015,8,T
More Human: Designing a World Where People Come First,Steve Hilton/ Jason Bade/ Scott Bade,W H Allen,英文,外文書,社科,2015,8,T
Go Set a Watchman,Harper Lee,HARPERCOLLINS PUBLISHERS,英文,外文書,文學,2015,8,T
Go Set A Watchman,Harper Lee,HEINEMANN,英文,外文書,文學,2015,8,T
The Sartorialist: X,Scott Schuman,PENGUIN GROUP (USA) INC.,英文,外文書,藝術,2015,9,T
The Human Age: The World Shaped by Us,Diane Ackerman,W. W. NORTON & COMPANY. INC.,英文,外文書,人文,2015,9,T
Purity,Jonathan Franzen,HARPER COLLINS PUBLISHERS LTD.,英文,外文書,文學,2015,9,T
Rising Strong,Brené Brown,VERMILION,英文,外文書,人文,2015,9,T
Superforecasting: The Art and Science of Prediction,Philip E. Tetlock/ Dan Gardner,CROWN,英文,外文書,社科,2015,10,T
M Train,Patti Smith,ALFRED A. KNOPF,英文,外文書,藝術,2015,10,T
In Order to Live: A North Korean Girl's Journey to Freedom,朴研美,PENGUIN GROUP (USA) INC.,英文,外文書,人文,2015,10,T
Numero Zero,Umberto Eco,HARVILL PRESS,英文,外文書,文學,2015,11,T
Fates and Furies,Lauren Groff,HEINEMANN,英文,外文書,文學,2015,11,T
The Magic Strings of Frankie Presto,Mitch Albom,HARPERCOLLINS PUBLISHERS,英文,外文書,文學,2015,11,T
Black Box Thinking: The Surprising Truth About Success,Matthew Syed,JOHN MURRAY PUBLISHERS LTD.,英文,外文書,商業行銷,2015,11,T
The Courage to Act: A Memoir of a Crisis and Its Aftermath,Ben S. Bernanke,W. W. NORTON & COMPANY. INC.,英文,外文書,社科,2015,11,T
How Music Got Free: The End of an Industry， the Turn of the Century， and the Patient Zero of Piracy,Stephen Witt,VIKING,英文,外文書,商業行銷,2015,12,T
Rethinking Positive Thinking: Inside the New Science of Motivation,Gabriele Oettingen,Current,英文,外文書,人文,2015,12,T
Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,Houghton Mifflin Harcourt,英文,外文書,人文,2015,12,T
Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,JOHN MURRAY PUBLISHERS LTD.,英文,外文書,人文,2015,12,T
Unfinished Business: Women Men Work Family,Anne-Marie Slaughter,Penguin Random House LLC,英文,外文書,社科,2015,12,T
Friend and Foe: When to Cooperate， When to Compete， and How to Succeed at Both,Adam D. Galinsky/ Maurice E. Schweitzer,RANDOM CENTURY GROUP LIMITED,英文,外文書,商業行銷,2015,12,T
One Child: The Past and Future of China's Most Radical Experiment,Mei Fong,Houghton Mifflin Harcourt,英文,外文書,社科,2016,1,T
Born Survivors,Wendy Holden,LITTLE BROWN BOOK GROUP,英文,外文書,人文,2016,1,T
Presence: Bringing Your Boldest Self to Your Biggest Challenges,Amy Cuddy,LITTLE BROWN AND COMPANY,英文,外文書,人文,2016,1,T
A Sudden Light,Garth Stein,SIMON & SCHUSTER INC.,英文,外文書,文學,2016,1,T
The High Mountains of Portugal,Yann Martel,Spiegel & Grau,英文,外文書,文學,2016,2,T
Originals: How Non-Conformists Move the World,Adam Grant,VIKING,英文,外文書,商業行銷,2016,2,T
Orphan X,Gregg Hurwitz,PENGUIN BOOKS LTD.,英文,外文書,文學,2016,2,T
When Breath Becomes Air,Paul Kalanithi,Penguin Random House LLC,英文,外文書,人文,2016,2,T
The Noise of Time,Julian Barnes,JONATHAN CAPE,英文,外文書,文學,2016,2,T
Green Island,Shawna Yang Ryan,ALFRED A. KNOPF,英文,中文書,文學,2016,3,T
The Idiot Brain: A Neuroscientist Explains What Your Head is Really Up To,Dean Burnett,FABER & FABER LTD,英文,外文書,人文,2016,3,T
The Widow,Fiona Barton,PENGUIN GROUP (USA) INC.,英文,外文書,文學,2016,3,T
The Life of Elves,Muriel Barbery,Europa Editions,英文,外文書,文學,2016,3,T
The Third Wave: An Entrepreneur's Vision of the Future,Steve Case,SIMON & SCHUSTER INC.,英文,外文書,商業行銷,2016,5,T
The Wright Brothers,David Mccullough,SIMON & SCHUSTER INC.,英文,外文書,人文,2016,5,T
Octaphilosophy: The Eight Elements of Restaurant Andre,Andre Chiang,PHAIDON PRESS LIMITED,英文,外文書,生活,2016,5,T
The Path,Michael Puett/ Christine Gross-Loh,VIKING,英文,外文書,人文,2016,5,T
Girl at War,Sara Novic,Penguin Random House LLC,英文,外文書,文學,2016,5,T
The Wizard of Oz,L. Frank Baum,NORTH-SOUTH BOOKS,英文,外文書,青少年文學,2016,5,T
Sweetbitter,Stephanie Danler,ALFRED A. KNOPF,英文,外文書,文學,2016,6,T
The View From the Cheap Seats,Neil Gaiman,WILLIAM MORROW AND COMPANY. INC.,英文,外文書,文學,2016,6,T
Secondhand Time: The Last of the Soviets,Svetlana Alexievich,Penguin Random House LLC,英文,外文書,文學,2016,6,T
The Sympathizer,Viet Thanh Nguyen,LITTLE BROWN BOOK GROUP,英文,外文書,文學,2016,6,T
The Girls,Emma Cline,VINTAGE UK,英文,外文書,文學,2016,7,T
The Inevitable: Understanding the 12 Technological Forces That Will Shape Our Future,Kevin Kelly,VIKING,英文,外文書,社科,2016,7,T
My Name is Leon,Kit De Waal,VIKING,英文,外文書,文學,2016,7,T
The End of Plenty: The Race to Feed a Crowded World,Joel K. Bourne,W. W. NORTON & COMPANY. INC.,英文,外文書,社科,2016,7,T
Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,SCRIBNER,英文,外文書,商業行銷,2016,7,T
Underground Airlines,Ben H. Winters,RANDOM CENTURY GROUP LIMITED,英文,外文書,文學,2016,8,T
Machines of Loving Grace: The Quest for Common Ground Between Humans and Robots,John Markoff,ECCO PRESS,英文,外文書,社科,2016,8,T
Sleeping Giants,Sylvain Neuvel,Michael Joseph,英文,外文書,文學,2016,8,T
ISIS: The Terror Nation,Loretta Napoleoni,Seven Stories Press,英文,外文書,社科,2016,8,T
I Contain Multitudes: The Microbes Within Us and a Grander View of Life,Ed Yong,THE BODLEY HEAD CHILDREN'S,英文,外文書,人文,2016,8,T
The Pigeon Tunnel: Stories from My Life,John Le Carré,PENGUIN BOOKS LTD.,英文,外文書,文學,2016,9,T
A Field Guide to Lies: Critical Thinking in the Information Age,Daniel J. Levitin,DUTTON,英文,外文書,人文,2016,9,T
Here I Am,Jonathan Safran Foer,FARRAR STRAUS GIROUX,英文,外文書,文學,2016,9,T
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,HARVILL PRESS,英文,外文書,社科,2016,9,T
The Cyber Effect: A Pioneering Cyber-Psychologist Explains How Human Behaviour Changes Online,Mary Aiken,JOHN MURRAY PUBLISHERS LTD.,英文,外文書,社科,2016,9,T
Draw to Win: A Crash Course on How to Lead， Sell， and Innovate with Your Visual Mind,Dan Roam,PORTFOLIO,英文,外文書,商業行銷,2016,10,T
Illuminature: Use the Magic Viewing Lens to Discover a Hidden World of Animals,Rachel Williams,Wide Eyed Editions,英文,兒童,知識類,2016,10,T
Reality Is Not What It Seems,Carlo Rovelli,Allen Lane,英文,外文書,人文,2016,10,T
The 100-Year Life: Living and Working in an Age of Longevity,Lynda Gratton/ Andrew Scott,BLOOMSBURY PUBLISHING,英文,外文書,商業行銷,2016,10,T
Small Great Things,Jodi Picoult,BALLANTINE,英文,外文書,文學,2016,10,T
The Wangs vs the World,Jade Chang,Fig Tree Books,英文,外文書,文學,2016,11,T
You Will Not Have My Hate,Antoine Leiris,HARVILL PRESS,英文,外文書,人文,2016,11,T
